,sentence_id,token_id,semiotic,before,after
84169,4377,3,SPORT,2-8,tvö átta
84170,4377,4,PLAIN,eftir,eftir
84171,4377,5,PLAIN,mistækar,mistækar
84172,4377,6,PLAIN,upphafsmínútur,upphafsmínútur
84173,4377,7,PLAIN,heimamanna,heimamanna
84174,4377,8,PLAIN,en,en
84175,4377,9,PLAIN,Njarðvíkingar,Njarðvíkingar
84176,4377,10,PLAIN,voru,voru
84177,4377,11,PLAIN,fljótir,fljótir
84178,4377,12,PLAIN,að,að
84179,4377,13,PLAIN,jafna,jafna
84180,4377,14,PLAIN,sig,sig
84181,4377,15,PLAIN,og,og
84182,4377,16,PLAIN,komust,komust
84183,4377,17,PLAIN,í,í
84184,4377,18,SPORT,14-13,fjórtán þrettán
84185,4377,19,PLAIN,þar,þar
84186,4377,20,PLAIN,sem,sem
84187,4377,21,PLAIN,Cameron,Cameron
84188,4377,22,PLAIN,Echols,Echols
84189,4377,23,PLAIN,gerði,gerði
84190,4377,24,CARDINAL,10,tíu
84191,4377,25,PLAIN,af,af
84192,4377,26,PLAIN,fyrstu,fyrstu
84193,4377,27,CARDINAL,14,fjórtán
84194,4377,28,PLAIN,stigum,stigum
84195,4377,29,PLAIN,Njarðvíkinga,Njarðvíkinga
84196,4377,30,PLAIN,í,í
84197,4377,31,PLAIN,leiknum,leiknum
84198,4377,32,PUNCT,.,.
84662,4402,0,PLAIN,Fjölnir,Fjölnir
84663,4402,1,PUNCT,-,-
84664,4402,2,PLAIN,Grindavík,Grindavík
84665,4402,3,SPORT,72-91,sjötíu og tvö níutíu og eitt
84666,4402,4,PUNCT,(,(
84667,4402,5,SPORT,22-16,tuttugu og tvö sextán
84668,4402,6,PUNCT,",",","
84669,4402,7,SPORT,16-27,sextán tuttugu og sjö
84670,4402,8,PUNCT,",",","
84671,4402,9,SPORT,16-21,sextán tuttugu og eitt
84672,4402,10,PUNCT,",",","
84673,4402,11,SPORT,18-27,átján tuttugu og sjö
84674,4402,12,PUNCT,),)
84887,4418,0,PLAIN,Keflavík,Keflavík
84888,4418,1,PLAIN,vann,vann
84889,4418,2,PLAIN,fyrri,fyrri
84890,4418,3,PLAIN,viðureign,viðureign
84891,4418,4,PLAIN,liðanna,liðanna
84892,4418,5,SPORT,1-0,eitt núll
84893,4418,6,PLAIN,í,í
84894,4418,7,PLAIN,Keflavík,Keflavík
84895,4418,8,PUNCT,.,.
85056,4427,0,PLAIN,Þrátt,Þrátt
85057,4427,1,PLAIN,fyrir,fyrir
85058,4427,2,PLAIN,þessi,þessi
85059,4427,3,PLAIN,tilþrif,tilþrif
85060,4427,4,PLAIN,Dags,Dags
85061,4427,5,PLAIN,höfðu,höfðu
85062,4427,6,PLAIN,Grindavík,Grindavík
85063,4427,7,CARDINAL,6,sex
85064,4427,8,PLAIN,stiga,stiga
85065,4427,9,PLAIN,forskot,forskot
85066,4427,10,PLAIN,í,í
85067,4427,11,PLAIN,hálfleik,hálfleik
85068,4427,12,PUNCT,",",","
85069,4427,13,SPORT,33-39,þrjátíu og þrjú þrjátíu og níu
85070,4427,14,PUNCT,",",","
85071,4427,15,PLAIN,eftir,eftir
85072,4427,16,PLAIN,flautuþrist,flautuþrist
85073,4427,17,PLAIN,frá,frá
85074,4427,18,PLAIN,Ólafi,Ólafi
85075,4427,19,PLAIN,Ólafssyni,Ólafssyni
85076,4427,20,PUNCT,",",","
85077,4427,21,PLAIN,sem,sem
85078,4427,22,PLAIN,mörgum,mörgum
85079,4427,23,PLAIN,þótti,þótti
85080,4427,24,PLAIN,ansi,ansi
85081,4427,25,PLAIN,vafasamur,vafasamur
85082,4427,26,PUNCT,",",","
85083,4427,27,PLAIN,en,en
85084,4427,28,DECIMAL,"3,3",þrjár komma þrjár
85085,4427,29,PLAIN,sekúndur,sekúndur
85086,4427,30,PLAIN,hafa,hafa
85087,4427,31,PLAIN,sjaldan,sjaldan
85088,4427,32,PLAIN,verið,verið
85089,4427,33,PLAIN,jafnlengi,jafnlengi
85090,4427,34,PLAIN,að,að
85091,4427,35,PLAIN,líða,líða
85092,4427,36,PUNCT,.,.
85458,4447,0,PLAIN,Grindvíkingar,Grindvíkingar
85459,4447,1,PLAIN,eru,eru
85460,4447,2,PLAIN,að,að
85461,4447,3,PLAIN,rétta,rétta
85462,4447,4,PLAIN,úr,úr
85463,4447,5,PLAIN,kútnum,kútnum
85464,4447,6,PLAIN,í,í
85465,4447,7,ORDINAL,1.,fyrstu
85466,4447,8,PLAIN,deild,deild
85467,4447,9,PLAIN,karla,karla
85468,4447,10,PLAIN,en,en
85469,4447,11,PLAIN,liðið,liðið
85470,4447,12,PLAIN,lagði,lagði
85471,4447,13,LETTERS,HK,H K
85472,4447,14,PLAIN,á,á
85473,4447,15,PLAIN,Grindavíkurvelli,Grindavíkurvelli
85474,4447,16,PLAIN,í,í
85475,4447,17,PLAIN,kvöld,kvöld
85476,4447,18,PUNCT,",",","
85477,4447,19,SPORT,2-0,tvö núll
85478,4447,20,PUNCT,",",","
85479,4447,21,PLAIN,og,og
85480,4447,22,PLAIN,unnu,unnu
85481,4447,23,PLAIN,jafnframt,jafnframt
85482,4447,24,PLAIN,annan,annan
85483,4447,25,PLAIN,leik,leik
85484,4447,26,PLAIN,sinn,sinn
85485,4447,27,PLAIN,í,í
85486,4447,28,PLAIN,röð,röð
85487,4447,29,PLAIN,í,í
85488,4447,30,PLAIN,deildinni,deildinni
85489,4447,31,PUNCT,.,.
85838,4464,0,PLAIN,Samúel,Samúel
85839,4464,1,PLAIN,hefur,hefur
85840,4464,2,PLAIN,verið,verið
85841,4464,3,PLAIN,tíu,tíu
85842,4464,4,PLAIN,sinnum,sinnum
85843,4464,5,PLAIN,í,í
85844,4464,6,PLAIN,Íslandstreyju,Íslandstreyju
85845,4464,7,PLAIN,og,og
85846,4464,8,PLAIN,Daníel,Daníel
85847,4464,9,PLAIN,Grétar,Grétar
85848,4464,10,PLAIN,hefur,hefur
85849,4464,11,PLAIN,fimm,fimm
85850,4464,12,PLAIN,sinnum,sinnum
85851,4464,13,PLAIN,verið,verið
85852,4464,14,PLAIN,í,í
85853,4464,15,PLAIN,landsliðinu,landsliðinu
85854,4464,16,PLAIN,og,og
85855,4464,17,PLAIN,skoraði,skoraði
85856,4464,18,CARDINAL,1,eitt
85857,4464,19,PLAIN,mark,mark
85858,4464,20,ABBR,m.a.,meðal annars
85859,4464,21,PLAIN,í,í
85860,4464,22,SPORT,3-0,þrjú núll
85861,4464,23,PLAIN,sigurleik,sigurleik
85862,4464,24,PLAIN,gegn,gegn
85863,4464,25,PLAIN,Skotum,Skotum
85864,4464,26,PLAIN,í,í
85865,4464,27,ABBR,sept.,september
85866,4464,28,ABBR,sl.,síðastliðinn
86583,4502,0,LETTERS,ÍA,Í A
86584,4502,1,PLAIN,og,og
86585,4502,2,PLAIN,Keflavík,Keflavík
86586,4502,3,PLAIN,gerðu,gerðu
86587,4502,4,SPORT,4-4,fjögur fjögur
86588,4502,5,PLAIN,jafntefli,jafntefli
86589,4502,6,PLAIN,í,í
86590,4502,7,PLAIN,Lengjubikar,Lengjubikar
86591,4502,8,PLAIN,karla,karla
86592,4502,9,PLAIN,í,í
86593,4502,10,PLAIN,knattspyrnu,knattspyrnu
86594,4502,11,PLAIN,í,í
86595,4502,12,PLAIN,Akraneshöllinni,Akraneshöllinni
86596,4502,13,PLAIN,í,í
86597,4502,14,PLAIN,mögnuðum,mögnuðum
86598,4502,15,PLAIN,leik,leik
86599,4502,16,PLAIN,um,um
86600,4502,17,PLAIN,helgina,helgina
86601,4502,18,PUNCT,.,.
90491,4721,0,PLAIN,En,En
90492,4721,1,LETTERS,KR,K R
90493,4721,2,PLAIN,neita,neita
90494,4721,3,PLAIN,að,að
90495,4721,4,PLAIN,gefast,gefast
90496,4721,5,PLAIN,upp,upp
90497,4721,6,PLAIN,og,og
90498,4721,7,PLAIN,fara,fara
90499,4721,8,PLAIN,að,að
90500,4721,9,PLAIN,sækja,sækja
90501,4721,10,PLAIN,hart,hart
90502,4721,11,PLAIN,að,að
90503,4721,12,PLAIN,Keflavík,Keflavík
90504,4721,13,PLAIN,sem,sem
90505,4721,14,PLAIN,skilar,skilar
90506,4721,15,PLAIN,sínu,sínu
90507,4721,16,PLAIN,því,því
90508,4721,17,PLAIN,þegar,þegar
90509,4721,18,PLAIN,rúmar,rúmar
90510,4721,19,CARDINAL,2,tvær
90511,4721,20,PLAIN,mínútur,mínútur
90512,4721,21,PLAIN,eru,eru
90513,4721,22,PLAIN,eftir,eftir
90514,4721,23,PLAIN,af,af
90515,4721,24,PLAIN,leikhlutanum,leikhlutanum
90516,4721,25,PLAIN,er,er
90517,4721,26,PLAIN,staðan,staðan
90518,4721,27,PLAIN,orðin,orðin
90519,4721,28,SPORT,45-42,fjörutíu og fimm fjörutíu og tvö
90520,4721,29,PUNCT,.,.
91353,4764,0,PLAIN,Staðan,Staðan
91354,4764,1,PLAIN,eftir,eftir
91355,4764,2,PLAIN,fyrsta,fyrsta
91356,4764,3,PLAIN,leikhluta,leikhluta
91357,4764,4,PLAIN,var,var
91358,4764,5,SPORT,29-16,tuttugu og níu sextán
91359,4764,6,PUNCT,.,.
91850,4791,0,PLAIN,Gestirnir,Gestirnir
91851,4791,1,PLAIN,sigruðu,sigruðu
91852,4791,2,SPORT,81-75,áttatíu og eitt sjötíu og fimm
91853,4791,3,PUNCT,.,.
91980,4799,0,PLAIN,Þorsteinn,Þorsteinn
91981,4799,1,PLAIN,Már,Már
91982,4799,2,PLAIN,kom,kom
91983,4799,3,LETTERS,KR,K R
91984,4799,4,PLAIN,í,í
91985,4799,5,SPORT,2-0,tvö núll
91986,4799,6,PLAIN,í,í
91987,4799,7,PLAIN,byrjun,byrjun
91988,4799,8,PLAIN,seinni,seinni
91989,4799,9,PLAIN,hálfleiks,hálfleiks
91990,4799,10,PUNCT,",",","
91991,4799,11,PLAIN,Emil,Emil
91992,4799,12,PLAIN,Atlason,Atlason
91993,4799,13,PLAIN,skoraði,skoraði
91994,4799,14,PLAIN,svo,svo
91995,4799,15,PLAIN,á,á
91996,4799,16,ORDINAL,75.,sjötugustu og fimmtu
91997,4799,17,PLAIN,mínútu,mínútu
91998,4799,18,PUNCT,.,.
92121,4807,0,PLAIN,Sami,Sami
92122,4807,1,PLAIN,munur,munur
92123,4807,2,PLAIN,var,var
92124,4807,3,PLAIN,á,á
92125,4807,4,PLAIN,liðunum,liðunum
92126,4807,5,PLAIN,þegar,þegar
92127,4807,6,PLAIN,leikurinn,leikurinn
92128,4807,7,PLAIN,var,var
92129,4807,8,PLAIN,hálfnaður,hálfnaður
92130,4807,9,PLAIN,og,og
92131,4807,10,PLAIN,staðan,staðan
92132,4807,11,SPORT,53-41,fimmtíu og þrjú fjörutíu og eitt
92133,4807,12,PUNCT,.,.
92589,4830,0,PLAIN,Það,Það
92590,4830,1,PLAIN,var,var
92591,4830,2,PLAIN,þjálfarinn,þjálfarinn
92592,4830,3,PLAIN,Egill,Egill
92593,4830,4,PLAIN,Atlson,Atlson
92594,4830,5,PLAIN,sem,sem
92595,4830,6,PLAIN,skoraði,skoraði
92596,4830,7,PLAIN,bæði,bæði
92597,4830,8,PLAIN,mörk,mörk
92598,4830,9,PLAIN,Sandgerðinga,Sandgerðinga
92599,4830,10,PLAIN,í,í
92600,4830,11,PLAIN,síðari,síðari
92601,4830,12,PLAIN,hálfleik,hálfleik
92602,4830,13,PLAIN,en,en
92603,4830,14,PLAIN,þeir,þeir
92604,4830,15,PLAIN,jöfnuðu,jöfnuðu
92605,4830,16,PLAIN,eftir,eftir
92606,4830,17,PLAIN,að,að
92607,4830,18,PLAIN,hafa,hafa
92608,4830,19,PLAIN,verið,verið
92609,4830,20,SPORT,0-2,núll tvö
92610,4830,21,PLAIN,undir,undir
92611,4830,22,PUNCT,.,.
103602,5444,0,PLAIN,Það,Það
103603,5444,1,PLAIN,sem,sem
103604,5444,2,PLAIN,eftir,eftir
103605,5444,3,PLAIN,liði,liði
103606,5444,4,PLAIN,leiks,leiks
103607,5444,5,PLAIN,gerðist,gerðist
103608,5444,6,PLAIN,ekkert,ekkert
103609,5444,7,PLAIN,markvert,markvert
103610,5444,8,PLAIN,og,og
103611,5444,9,PLAIN,lauk,lauk
103612,5444,10,PLAIN,leiknum,leiknum
103613,5444,11,SPORT,1-1,eitt eitt
103614,5444,12,PUNCT,.,.
104309,5482,0,PLAIN,Úrúgvæ,Úrúgvæ
104310,5482,1,SPORT,0-1,núll eitt
104311,5482,2,PLAIN,Svíþjóð,Svíþjóð
112691,5930,0,ORDINAL,13.,þrettándi
112692,5930,1,SYMB,-,til
112693,5930,2,DATE,30. nóvember 2012,þrítugasti nóvember tvö þúsund og tólf
112694,5930,3,SYMB,/,skástrik
112695,5930,4,PLAIN,Reykjanesbær,Reykjanesbær
112696,5930,5,SPORT,88-81,áttatíu og átta áttatíu og eitt
112697,5930,6,PLAIN,Mosfellsbær,Mosfellsbær
125338,6648,0,PLAIN,Dalvík,Dalvík
125339,6648,1,PLAIN,og,og
125340,6648,2,PLAIN,Leiknir,Leiknir
125341,6648,3,PLAIN,mættust,mættust
125342,6648,4,PLAIN,í,í
125343,6648,5,PLAIN,umspilsleik,umspilsleik
125344,6648,6,PLAIN,um,um
125345,6648,7,PLAIN,sæti,sæti
125346,6648,8,PLAIN,í,í
125347,6648,9,ORDINAL,2.,annarri
125348,6648,10,PLAIN,deild,deild
125349,6648,11,PLAIN,og,og
125350,6648,12,PLAIN,sigruðu,sigruðu
125351,6648,13,PLAIN,Leiknismenn,Leiknismenn
125352,6648,14,SPORT,26:21,tuttugu og sex tuttugu og eitt
125353,6648,15,PUNCT,.,.
127001,6737,0,ORDINAL,20.,tuttugasti
127002,6737,1,PLAIN,þáttur,þáttur
127003,6737,2,PUNCT,-,-
127004,6737,3,DATE,23.3.2016,tuttugasta og þriðja mars tvö þúsund og sextán
127005,6737,4,PLAIN,Snæfellsbær,Snæfellsbær
127006,6737,5,SPORT,79 - 53,sjötíu og níu fimmtíu og þrjú
127007,6737,6,PLAIN,Rangárþing,Rangárþing
127008,6737,7,PLAIN,ytra,ytra
162816,8706,0,ORDINAL,6.,sjötti
162817,8706,1,PLAIN,þáttur,þáttur
162818,8706,2,PUNCT,-,-
162819,8706,3,DATE,12. október 2012,tólfta október tvö þúsund og tólf
162820,8706,4,PUNCT,-,-
162821,8706,5,PLAIN,Akranes,Akranes
162822,8706,6,SPORT,84-65,áttatíu og fjögur sextíu og fimm
162823,8706,7,PLAIN,Fjallabyggð,Fjallabyggð
168396,9016,0,DATE,1989,nítján hundruð áttatíu og níu
168397,9016,1,PLAIN,varð,varð
168398,9016,2,PLAIN,Barcelona,Barcelona
168399,9016,3,PLAIN,Evrópumeistari,Evrópumeistari
168400,9016,4,PLAIN,bikarhafa,bikarhafa
168401,9016,5,PLAIN,eftir,eftir
168402,9016,6,SPORT,2-0,tvö núll
168403,9016,7,PLAIN,sigur,sigur
168404,9016,8,PLAIN,á,á
168405,9016,9,PLAIN,Sampdoria,Sampdoria
168406,9016,10,PLAIN,Genua,Genua
168407,9016,11,PLAIN,í,í
168408,9016,12,PLAIN,úrslitaleik,úrslitaleik
168409,9016,13,PUNCT,.,.
168808,9039,0,PLAIN,Rúmenía,Rúmenía
168809,9039,1,SPORT,0-1,núll eitt
168810,9039,2,PLAIN,England,England
174942,9379,0,PLAIN,Anderlecht,Anderlecht
174943,9379,1,PLAIN,tapaði,tapaði
174944,9379,2,PLAIN,leiknum,leiknum
174945,9379,3,SPORT,1-0,eitt núll
174946,9379,4,PUNCT,.,.
178392,9571,0,SPORT,2-0,tvö núll
178393,9571,1,PLAIN,Matthías,Matthías
178394,9571,2,PLAIN,Vilhjálmsson,Vilhjálmsson
178395,9571,3,PLAIN,úr,úr
178396,9571,4,PLAIN,vítaspyrnu,vítaspyrnu
178397,9571,5,PLAIN,á,á
178398,9571,6,CARDINAL,41.,fertugustu og fyrstu
178399,9571,7,PUNCT,.,.
179886,9654,0,ORDINAL,10.,tíundi
179887,9654,1,PLAIN,flokkur,flokkur
179888,9654,2,PLAIN,Njarðvíkinga,Njarðvíkinga
179889,9654,3,PLAIN,í,í
179890,9654,4,PLAIN,körfubolta,körfubolta
179891,9654,5,PLAIN,karla,karla
179892,9654,6,PLAIN,tryggðu,tryggðu
179893,9654,7,PLAIN,sér,sér
179894,9654,8,PLAIN,sigur,sigur
179895,9654,9,PLAIN,á,á
179896,9654,10,PLAIN,San,San
179897,9654,11,PLAIN,Marino,Marino
179898,9654,12,PLAIN,Cup,Cup
179899,9654,13,PLAIN,með,með
179900,9654,14,SPORT,73-66,sjötíu og þrjú sextíu og sex
179901,9654,15,PLAIN,sigri,sigri
179902,9654,16,PLAIN,gegn,gegn
179903,9654,17,LETTERS,U,U
179904,9654,18,CARDINAL,16,sextán
179905,9654,19,PLAIN,ára,ára
179906,9654,20,PLAIN,landsliði,landsliði
179907,9654,21,PLAIN,San,San
179908,9654,22,PLAIN,Marino,Marino
179909,9654,23,PLAIN,í,í
179910,9654,24,PLAIN,spennuleik,spennuleik
179911,9654,25,PLAIN,um,um
179912,9654,26,PLAIN,helgina,helgina
179913,9654,27,PUNCT,.,.
189026,10146,0,PLAIN,Keflvíkingar,Keflvíkingar
189027,10146,1,PLAIN,töpuðu,töpuðu
189028,10146,2,PLAIN,á,á
189029,10146,3,PLAIN,heimavelli,heimavelli
189030,10146,4,PLAIN,sínum,sínum
189031,10146,5,SPORT,1-2,eitt tvö
189032,10146,6,PLAIN,gegn,gegn
189033,10146,7,PLAIN,botnliði,botnliði
189034,10146,8,PLAIN,Eyjamanna,Eyjamanna
189035,10146,9,PLAIN,nú,nú
189036,10146,10,PLAIN,fyrir,fyrir
189037,10146,11,PLAIN,stundu,stundu
189038,10146,12,PUNCT,.,.
189894,10192,0,PLAIN,Grindavík,Grindavík
189895,10192,1,PLAIN,lagði,lagði
189896,10192,2,PLAIN,Fjölni,Fjölni
189897,10192,3,SPORT,73-65,sjötíu og þrjú sextíu og fimm
189898,10192,4,PLAIN,þar,þar
189899,10192,5,PLAIN,sem,sem
189900,10192,6,PLAIN,Sigurður,Sigurður
189901,10192,7,PLAIN,Gunnar,Gunnar
189902,10192,8,PLAIN,Þorsteinsson,Þorsteinsson
189903,10192,9,PLAIN,gerði,gerði
189904,10192,10,CARDINAL,18,átján
189905,10192,11,PLAIN,stig,stig
189906,10192,12,PLAIN,fyrir,fyrir
189907,10192,13,PLAIN,Grindvíkinga,Grindvíkinga
189908,10192,14,PUNCT,.,.
190009,10201,0,PLAIN,Kjartan,Kjartan
190010,10201,1,PLAIN,Atli,Atli
190011,10201,2,PLAIN,Kjartansson,Kjartansson
190012,10201,3,PLAIN,kom,kom
190013,10201,4,PLAIN,heimamönnum,heimamönnum
190014,10201,5,PLAIN,í,í
190015,10201,6,SPORT,40-33,fjörutíu þrjátíu og þrjú
190016,10201,7,PLAIN,með,með
190017,10201,8,CARDINAL,3,þriggja
190018,10201,9,PLAIN,stiga,stiga
190019,10201,10,PLAIN,körfu,körfu
190020,10201,11,PLAIN,en,en
190021,10201,12,PLAIN,brotið,brotið
190022,10201,13,PLAIN,var,var
190023,10201,14,PLAIN,á,á
190024,10201,15,PLAIN,honum,honum
190025,10201,16,PLAIN,í,í
190026,10201,17,PLAIN,skotinu,skotinu
190027,10201,18,PLAIN,og,og
190028,10201,19,PLAIN,Kjartan,Kjartan
190029,10201,20,PLAIN,setti,setti
190030,10201,21,PLAIN,niður,niður
190031,10201,22,CARDINAL,4,fjögurra
190032,10201,23,PLAIN,stiga,stiga
190033,10201,24,PLAIN,sókn,sókn
190034,10201,25,PLAIN,fyrir,fyrir
190035,10201,26,PLAIN,heimamenn,heimamenn
190036,10201,27,PUNCT,",",","
190037,10201,28,PLAIN,þær,þær
190038,10201,29,PLAIN,sjást,sjást
190039,10201,30,PLAIN,ekki,ekki
190040,10201,31,PLAIN,á,á
190041,10201,32,PLAIN,hverjum,hverjum
190042,10201,33,PLAIN,degi,degi
190043,10201,34,PUNCT,!,!
192696,10341,0,PLAIN,Þegar,Þegar
192697,10341,1,PLAIN,tæplega,tæplega
192698,10341,2,CARDINAL,3,þrjár
192699,10341,3,PLAIN,mínútur,mínútur
192700,10341,4,PLAIN,voru,voru
192701,10341,5,PLAIN,til,til
192702,10341,6,PLAIN,leiksloka,leiksloka
192703,10341,7,PLAIN,var,var
192704,10341,8,PLAIN,staðan,staðan
192705,10341,9,SPORT,77-77,sjötíu og sjö sjötíu og sjö
192706,10341,10,PLAIN,en,en
192707,10341,11,PLAIN,Fjölnismenn,Fjölnismenn
192708,10341,12,PLAIN,skoruðu,skoruðu
192709,10341,13,PLAIN,þá,þá
192710,10341,14,PLAIN,þriggjastiga,þriggjastiga
192711,10341,15,PLAIN,körfu,körfu
192712,10341,16,PLAIN,sem,sem
192713,10341,17,PLAIN,kom,kom
192714,10341,18,PLAIN,þeim,þeim
192715,10341,19,PLAIN,yfir,yfir
192716,10341,20,PLAIN,og,og
192717,10341,21,PLAIN,tíminn,tíminn
192718,10341,22,PLAIN,að,að
192719,10341,23,PLAIN,verða,verða
192720,10341,24,PLAIN,naumur,naumur
192721,10341,25,PLAIN,fyrir,fyrir
192722,10341,26,PLAIN,heimamenn,heimamenn
192723,10341,27,PUNCT,.,.
194208,10421,0,PLAIN,Keflavík,Keflavík
194209,10421,1,PLAIN,tók,tók
194210,10421,2,PLAIN,hins,hins
194211,10421,3,PLAIN,vegar,vegar
194212,10421,4,PLAIN,öll,öll
194213,10421,5,PLAIN,völd,völd
194214,10421,6,PLAIN,í,í
194215,10421,7,PLAIN,öðrum,öðrum
194216,10421,8,PLAIN,leikhluta,leikhluta
194217,10421,9,PLAIN,og,og
194218,10421,10,PLAIN,var,var
194219,10421,11,PLAIN,staðan,staðan
194220,10421,12,SPORT,32-46,þrjátíu og tvö fjörutíu og sex
194221,10421,13,PLAIN,í,í
194222,10421,14,PLAIN,hálfleik,hálfleik
194223,10421,15,PUNCT,.,.
194507,10440,0,PLAIN,Knútur,Knútur
194508,10440,1,PLAIN,Rúnar,Rúnar
194509,10440,2,PLAIN,Jónsson,Jónsson
194510,10440,3,PLAIN,fyrirliði,fyrirliði
194511,10440,4,PLAIN,Víðis,Víðis
194512,10440,5,PLAIN,kom,kom
194513,10440,6,PLAIN,sínum,sínum
194514,10440,7,PLAIN,mönnum,mönnum
194515,10440,8,PLAIN,í,í
194516,10440,9,SPORT,1-0,eitt núll
194517,10440,10,PLAIN,í,í
194518,10440,11,PLAIN,upphafi,upphafi
194519,10440,12,PLAIN,fyrri,fyrri
194520,10440,13,PLAIN,hálfleiks,hálfleiks
194521,10440,14,PLAIN,en,en
194522,10440,15,PLAIN,varamaðurinn,varamaðurinn
194523,10440,16,PLAIN,Jóhann,Jóhann
194524,10440,17,PLAIN,Magni,Magni
194525,10440,18,PLAIN,Jóhannsson,Jóhannsson
194526,10440,19,PLAIN,reyndist,reyndist
194527,10440,20,PLAIN,hetja,hetja
194528,10440,21,PLAIN,heimamanna,heimamanna
194529,10440,22,PLAIN,er,er
194530,10440,23,PLAIN,hann,hann
194531,10440,24,PLAIN,gerði,gerði
194532,10440,25,PLAIN,jöfnunarmark,jöfnunarmark
194533,10440,26,PLAIN,leiksins,leiksins
194534,10440,27,PLAIN,í,í
194535,10440,28,PLAIN,viðbótartíma,viðbótartíma
194536,10440,29,PUNCT,.,.
195024,10466,0,PLAIN,Valsstúlkur,Valsstúlkur
195025,10466,1,PLAIN,héldu,héldu
195026,10466,2,PLAIN,sínu,sínu
195027,10466,3,PLAIN,striki,striki
195028,10466,4,PLAIN,í,í
195029,10466,5,PLAIN,síðari,síðari
195030,10466,6,PLAIN,hálfleik,hálfleik
195031,10466,7,PLAIN,og,og
195032,10466,8,PLAIN,að,að
195033,10466,9,PLAIN,loknum,loknum
195034,10466,10,ORDINAL,3.,þriðja
195035,10466,11,PLAIN,leikhluta,leikhluta
195036,10466,12,PLAIN,leiddu,leiddu
195037,10466,13,PLAIN,þær,þær
195038,10466,14,PLAIN,enn,enn
195039,10466,15,PUNCT,",",","
195040,10466,16,SPORT,46-58,fjörutíu og sex fimmtíu og átta
195041,10466,17,PLAIN,þrátt,þrátt
195042,10466,18,PLAIN,fyrir,fyrir
195043,10466,19,PLAIN,áhlaup,áhlaup
195044,10466,20,PLAIN,Keflvíkinga,Keflvíkinga
195045,10466,21,PUNCT,.,.
195528,10492,0,PLAIN,Stjarnan,Stjarnan
195529,10492,1,PUNCT,:,:
195530,10492,2,PLAIN,Keith,Keith
195531,10492,3,PLAIN,Cothran,Cothran
195532,10492,4,SPORT,22/6,tuttugu og tvö <sil> sex
195533,10492,5,PLAIN,fráköst,fráköst
195534,10492,6,PUNCT,",",","
195535,10492,7,PLAIN,Renato,Renato
195536,10492,8,PLAIN,Lindmets,Lindmets
195537,10492,9,SPORT,14/4,fjórtán <sil> fjögur
195538,10492,10,PLAIN,fráköst,fráköst
195539,10492,11,SYMB,/,skástrik
195540,10492,12,CARDINAL,6,sex
195541,10492,13,PLAIN,stoðsendingar,stoðsendingar
195542,10492,14,PUNCT,",",","
195543,10492,15,PLAIN,Jovan,Jovan
195544,10492,16,PLAIN,Zdravevski,Zdravevski
195545,10492,17,CARDINAL,11,ellefu
195546,10492,18,PUNCT,",",","
195547,10492,19,PLAIN,Justin,Justin
195548,10492,20,PLAIN,Shouse,Shouse
195549,10492,21,SPORT,11/4,ellefu <sil> fjögur
195550,10492,22,PLAIN,fráköst,fráköst
195551,10492,23,SYMB,/,skástrik
195552,10492,24,CARDINAL,8,átta
195553,10492,25,PLAIN,stoðsendingar,stoðsendingar
195554,10492,26,PUNCT,",",","
195555,10492,27,PLAIN,Fannar,Fannar
195556,10492,28,PLAIN,Freyr,Freyr
195557,10492,29,PLAIN,Helgason,Helgason
195558,10492,30,SPORT,9/5,níu <sil> fimm
195559,10492,31,PLAIN,fráköst,fráköst
195560,10492,32,PUNCT,",",","
195561,10492,33,PLAIN,Marvin,Marvin
195562,10492,34,PLAIN,Valdimarsson,Valdimarsson
195563,10492,35,CARDINAL,5,fimm
195564,10492,36,PUNCT,",",","
195565,10492,37,PLAIN,Dagur,Dagur
195566,10492,38,PLAIN,Kár,Kár
195567,10492,39,PLAIN,Jónsson,Jónsson
195568,10492,40,CARDINAL,2,tvö
195569,10492,41,PUNCT,",",","
195570,10492,42,PLAIN,Guðjón,Guðjón
195571,10492,43,PLAIN,Lárusson,Lárusson
195572,10492,44,CARDINAL,0,núll
195573,10492,45,PUNCT,",",","
195574,10492,46,PLAIN,Sigurjón,Sigurjón
195575,10492,47,PLAIN,Örn,Örn
195576,10492,48,PLAIN,Lárusson,Lárusson
195577,10492,49,CARDINAL,0,núll
195578,10492,50,PUNCT,",",","
195579,10492,51,PLAIN,Aron,Aron
195580,10492,52,PLAIN,Kárason,Kárason
195581,10492,53,CARDINAL,0,núll
195582,10492,54,PUNCT,",",","
195583,10492,55,PLAIN,Sigurbjörn,Sigurbjörn
195584,10492,56,PLAIN,Ottó,Ottó
195585,10492,57,PLAIN,Björnsson,Björnsson
195586,10492,58,CARDINAL,0,núll
195587,10492,59,PUNCT,.,.
198455,10639,0,PLAIN,Úrslitin,Úrslitin
198456,10639,1,PLAIN,réðust,réðust
198457,10639,2,PLAIN,ekki,ekki
198458,10639,3,PLAIN,fyrr,fyrr
198459,10639,4,PLAIN,en,en
198460,10639,5,PLAIN,í,í
198461,10639,6,PLAIN,blálokin,blálokin
198462,10639,7,PLAIN,þar,þar
198463,10639,8,PLAIN,sem,sem
198464,10639,9,PLAIN,krafthúsakappinn,krafthúsakappinn
198465,10639,10,LETTERS,J,J
